iter	Logloss
162	0.3732651771
163	0.3730553544
164	0.3727199598
165	0.3724997346
166	0.3723036855
167	0.3718836505
168	0.3712612309
169	0.3711039298
170	0.3704160274
171	0.3701016484
172	0.3698271097
173	0.3695492942
174	0.3692750244
175	0.3687973357
176	0.3684550887
177	0.367936461
178	0.367712464
179	0.3674174372
180	0.3669944979
181	0.3666631286
182	0.3664627747
183	0.3660251237
184	0.3657219435
185	0.3653528904
186	0.3650952626
187	0.3648006231
188	0.3646610501
189	0.3643615823
190	0.3640640815
191	0.3638921578
192	0.3636180515
193	0.3634357338
194	0.3632442534
195	0.3628618393
196	0.3625899218
197	0.3622091534
198	0.3619988418
199	0.3617659958
200	0.3614927485
201	0.3612584028
202	0.3609550843
203	0.3606727599
204	0.3603966544
205	0.3601423279
206	0.3598631637
207	0.3596481144
208	0.3594604677
209	0.3592952361
210	0.3590870936
211	0.3588756887
212	0.3584470028
213	0.35826179
214	0.3579212805
215	0.3576862723
216	0.3574417039
217	0.357192382
218	0.356865803
219	0.3566467124
220	0.3563216102
221	0.3560707837
222	0.3557703576
223	0.3553955303
224	0.3552543421
225	0.3548954819
226	0.3545150741
227	0.3542091969
228	0.3540886843
229	0.3540054213
230	0.353700881
231	0.3534409255
232	0.353147486
233	0.3528241186
234	0.3526700375
235	0.3523755147
236	0.3521416018
237	0.3519176994
238	0.3516316053
239	0.3514955934
240	0.3512626706
241	0.3511227572
242	0.3509419744
243	0.3506990458
244	0.350484805
245	0.3503691032
246	0.3502072549
247	0.3500049167
248	0.3498088627
249	0.3496331341
250	0.3496288672
251	0.3495121024
252	0.349352753
253	0.3491547691
254	0.3489538146
255	0.3487736819
256	0.3484824796
257	0.3483186805
258	0.3482159566
259	0.3480097544
260	0.3478074219
261	0.3476060342
262	0.347496091
263	0.3472916217
264	0.347133699
265	0.3469214369
266	0.3466361254
267	0.3464808467
268	0.3463269219
269	0.3460284405
270	0.3458593405
271	0.3456522043
272	0.3455006323
273	0.3453213274
274	0.3450758245
275	0.3448388222
276	0.3445640836
277	0.3443661492
278	0.3442602178
279	0.3441340535
280	0.343866255
281	0.3436792378
282	0.3434719327
283	0.3432928444
284	0.3430618539
285	0.3427921434
286	0.3426123744
287	0.3424346602
288	0.3422690611
289	0.3421916788
290	0.3419890962
291	0.341757651
292	0.3415822055
293	0.3413917161
294	0.3412088488
295	0.341095632
296	0.3409527207
297	0.3407776623
298	0.3404832707
299	0.340296323
300	0.3401774729
301	0.3399941523
302	0.3396809548
303	0.3395032219
304	0.3393226914
305	0.3391783506
306	0.3389646741
307	0.3388003865
308	0.3384859244
309	0.3383391069
310	0.3381633863
311	0.3380237655
312	0.3379036451
313	0.3377690255
314	0.3375372159
315	0.3373563081
316	0.3371355634
317	0.3369582803
318	0.3367097948
319	0.3365728511
320	0.3364089526
321	0.3362817852
322	0.3361670828
323	0.3359029467
324	0.335739333
325	0.3355004797
326	0.335118092
327	0.3350165155
328	0.3348800921
329	0.3346871595
330	0.3345353533
331	0.3343942621
332	0.3341263328
333	0.3339332339
334	0.3337477765
335	0.3335578845
336	0.3332511405
337	0.3330702569
338	0.3328386572
339	0.3327519186
340	0.3326071892
341	0.3323600327
342	0.3321176315
343	0.3319586317
344	0.3318057066
345	0.3315965427
346	0.3313441378
347	0.3311239372
348	0.3310030419
349	0.3308082818
350	0.3306279419
351	0.3304914719
352	0.3303514245
353	0.3301997507
354	0.3300076917
355	0.3298035942
356	0.3296233897
357	0.3295241047
358	0.3294143918
359	0.329188342
360	0.3290710106
361	0.3289389424
362	0.3288244235
363	0.3287155713
364	0.3286017189
365	0.328379104
366	0.3281246285
367	0.3279941717
368	0.3278607772
369	0.3277212217
370	0.3275097917
371	0.3273015059
372	0.3270746751
373	0.3269137075
374	0.32672475
375	0.3265442843
376	0.3263714215
377	0.3262012783
378	0.325980561
379	0.3258585782
380	0.3256945564
381	0.325437704
382	0.3252990807
383	0.3251164167
384	0.3249621432
385	0.324829107
386	0.3245943239
387	0.3244199538
388	0.3241580529
389	0.3240074151
390	0.3238298142
391	0.3236674427
392	0.3233684394
393	0.3231587973
394	0.322914539
395	0.3227938335
396	0.3226953615
397	0.3225679895
398	0.3223762676
399	0.3222194504
400	0.3220164547
401	0.3219202568
402	0.3216880015
403	0.3214921192
404	0.3213555109
405	0.3212733359
406	0.3211548789
407	0.3209569156
408	0.3207910391
409	0.3206874625
410	0.3205640612
411	0.3203826615
412	0.3202626235
413	0.3201604519
414	0.3199377863
415	0.3198280203
416	0.3196685445
417	0.3195134189
418	0.3193661278
419	0.3191412088
420	0.3189535258
421	0.3188068615
422	0.3186275039
423	0.3184840115
424	0.3183562813
425	0.3181310716
426	0.3179682447
427	0.3178531323
428	0.3176572161
429	0.3175017384
430	0.3173554775
431	0.3171680028
432	0.3170470116
433	0.3169228759
434	0.3167501302
435	0.3165935523
436	0.3163862762
437	0.3162150127
438	0.3161175264
439	0.3160216793
440	0.3158744771
441	0.315664055
442	0.315501389
443	0.315336111
444	0.3151716842
445	0.3150599214
446	0.314973499
447	0.3148070767
448	0.3146812823
449	0.3144886308
450	0.3143356852
451	0.3142326474
452	0.3141254196
453	0.3140034446
454	0.3138908104
455	0.3137543623
456	0.3136221411
457	0.3135100804
458	0.3133396028
459	0.3130908442
460	0.3129539099
461	0.3127772416
462	0.3125720158
463	0.3125029203
464	0.3123896128
465	0.312202426
466	0.3120750792
467	0.3117687584
468	0.3115356589
469	0.3113536411
470	0.3111834191
471	0.3109996772
472	0.3108760599
473	0.3106488367
474	0.310518554
475	0.3103721657
476	0.3102565214
477	0.3101403384
478	0.3100831709
479	0.3099412742
480	0.3096850041
481	0.3095611614
482	0.3094454917
483	0.3093497977
484	0.3091551573
485	0.3090154638
486	0.3088229233
487	0.308728014
488	0.3085695549
489	0.3083745649
490	0.3082796364
491	0.30812199
492	0.3079566554
493	0.3077751931
494	0.3076377425
495	0.3075319375
496	0.3074074373
497	0.3072372524
498	0.3070708729
499	0.3069259881
500	0.3068197292
501	0.3067183961
502	0.3066029828
503	0.3064470968
504	0.3063062232
505	0.3062238901
506	0.3060496875
507	0.3059674951
508	0.3058720612
509	0.3057168166
510	0.3055850877
511	0.3054949351
512	0.3053906903
513	0.3052393261
514	0.3050808361
515	0.3049190192
516	0.3048248582
517	0.304705864
518	0.3045308571
519	0.3043639655
520	0.3042318315
521	0.304091076
522	0.3039457278
523	0.303817855
524	0.3036718411
525	0.3034339724
526	0.3032397348
527	0.3030075883
528	0.3028762429
529	0.3027526109
530	0.3026444057
531	0.3025447644
532	0.3024208663
533	0.3023244011
534	0.3021389655
535	0.3020257786
536	0.301898641
537	0.3017206714
538	0.3015281335
539	0.3014143742
540	0.3012798708
541	0.3011856204
542	0.3010587326
543	0.3009045953
544	0.3007499471
545	0.3005746074
546	0.3004749298
547	0.3003457478
548	0.300229268
549	0.3001032287
550	0.299937199
551	0.2997241044
552	0.299620402
553	0.299536711
554	0.2993719023
555	0.2992618733
556	0.2990650889
557	0.2989754564
558	0.2988776973
559	0.2988003119
560	0.2986498157
561	0.2985312874
562	0.2982966165
563	0.2982039311
564	0.2981119324
565	0.2979789125
566	0.2978473181
567	0.2976671018
568	0.297545815
569	0.2974269976
570	0.297359659
571	0.2972605006
572	0.2971749611
573	0.2970960237
574	0.2969777944
575	0.2968283615
576	0.2966050907
577	0.2964105383
578	0.2962999766
579	0.2962251051
580	0.2961029118
581	0.2959805133
582	0.2958690659
583	0.2957409734
584	0.2955523393
585	0.2954240069
586	0.2953529301
587	0.2951609873
588	0.2951056319
589	0.2950028059
590	0.2949019738
591	0.2948449639
592	0.2947003531
593	0.2945723579
594	0.2944638865
595	0.2942657364
596	0.2942063568
597	0.2941316272
598	0.2940340779
599	0.2938634761
600	0.2937056129
601	0.2935635999
602	0.2934559218
603	0.2933985505
604	0.2932914748
605	0.2932101194
606	0.2931193781
607	0.293029076
608	0.2929407541
609	0.2928557476
610	0.2927226449
611	0.2926579113
612	0.2925878378
613	0.2925111141
614	0.2923733489
615	0.2922634354
616	0.2921281523
617	0.2919576274
618	0.2918163855
619	0.2917115934
620	0.2916074276
621	0.2914575345
622	0.2912994097
623	0.2912268158
624	0.2911262935
625	0.2910524599
626	0.2908541746
627	0.2907990412
628	0.2907191611
629	0.2905088543
630	0.2903822067
631	0.2902245661
632	0.2901271677
633	0.2899775716
634	0.2898346657
635	0.289740386
636	0.2896342994
637	0.2895258882
638	0.2894739134
639	0.2893881452
640	0.2893199396
641	0.2892083421
642	0.2890682326
643	0.288983057
644	0.2889129776
645	0.2888147642
646	0.2887080766
647	0.28858761
648	0.2885461087
649	0.2884043919
650	0.288268043
651	0.2881216574
652	0.288042117
653	0.2879870579
654	0.2879076081
655	0.2878139649
656	0.2877173061
657	0.2876150036
658	0.2875381921
659	0.2873557814
660	0.2873039653
661	0.2872530183
662	0.287176761
663	0.2869925166
664	0.2869241429
665	0.2868762035
666	0.2868112784
667	0.2867184993
668	0.2866285889
669	0.2864851503
670	0.2863931862
671	0.286324018
672	0.2861933672
673	0.2860972716
674	0.285927688
675	0.2858584985
676	0.2857508271
677	0.2855733138
678	0.2854423699
679	0.2853282383
680	0.2852731189
681	0.285107545
682	0.2849948613
683	0.2848309155
684	0.2846874059
685	0.2845324087
686	0.2844182304
687	0.284281665
688	0.2841276636
689	0.2840374607
690	0.2839632551
691	0.2839022989
692	0.2838283905
693	0.2837395673
694	0.2835885689
695	0.2834318299
696	0.2833501914
697	0.2833034319
698	0.283159663
699	0.2830452677
700	0.2829808335
701	0.282853791
702	0.2827778464
703	0.2826162257
704	0.2825636422
705	0.2824688686
706	0.2823603405
707	0.2822263264
708	0.2821218734
709	0.282005691
710	0.2818994851
711	0.2818557298
712	0.2817544938
713	0.281648695
714	0.2815350462
715	0.2814156513
716	0.2813616478
717	0.281297995
718	0.2812587352
719	0.2812035812
720	0.2810240099
721	0.280925283
722	0.2808913393
723	0.2808052344
724	0.2806798348
725	0.2805863189
726	0.2805100972
727	0.2804197712
728	0.2803339536
729	0.2802531578
730	0.2801512679
731	0.2800130816
732	0.2799169688
733	0.2798281798
734	0.2797738083
735	0.2796538185
736	0.279551149
737	0.2794269901
738	0.2792875537
739	0.2792447309
740	0.2792038541
741	0.2791088119
742	0.2790118844
743	0.278932578
744	0.27881272
745	0.2786862551
746	0.2785556245
747	0.2784758569
748	0.2783997444
749	0.2783615817
750	0.2782567381
751	0.2781529602
752	0.2780390266
753	0.2779250059
754	0.2777866773
755	0.2776978063
756	0.2775949158
757	0.2775165586
758	0.2774362223
759	0.2773487915
760	0.2773109977
761	0.2772450485
762	0.2770824462
763	0.2769610561
764	0.2768407937
765	0.2767299416
766	0.2766253917
767	0.2765325466
768	0.276401048
769	0.2763185292
770	0.2762466099
771	0.2761577661
772	0.2760891683
773	0.2759976307
774	0.2758726215
775	0.2757817608
776	0.2756868176
777	0.2756230731
778	0.2755773983
779	0.2754945654
780	0.2753902019
781	0.2752906885
782	0.2751954817
783	0.275096059
784	0.2750167102
785	0.2748991478
786	0.2747931828
787	0.274705052
788	0.27451739
789	0.2744400557
790	0.2743482217
791	0.2742220556
792	0.2740779517
793	0.2740281263
794	0.273892213
795	0.2737530076
796	0.2736727099
797	0.2735515711
798	0.273512532
799	0.2734141662
800	0.2733014544
801	0.2731829571
802	0.273096386
803	0.2729793728
804	0.2729004439
805	0.272866819
806	0.2727983337
807	0.2727119967
808	0.2726657131
809	0.2725725099
810	0.2725378088
811	0.2725063385
812	0.2723629687
813	0.2722201172
814	0.2721496319
815	0.2720268112
816	0.2719524193
817	0.2718687684
818	0.2717661532
819	0.2716757112
820	0.2715821534
821	0.2714807082
822	0.2713935159
823	0.27131627
824	0.271237104
825	0.2711360261
826	0.2710972328
827	0.2709556883
828	0.2708955645
829	0.2707825467
830	0.270753377
831	0.2706656408
832	0.2705466624
833	0.2705046882
834	0.2704226398
835	0.2703068947
836	0.2702665809
837	0.2701821405
838	0.270073517
839	0.2699414934
840	0.2698437542
841	0.2697664953
842	0.269675727
843	0.2696104375
844	0.2695257269
845	0.2694435485
846	0.2693144869
847	0.2692508479
848	0.2692108199
849	0.2691596219
850	0.2690572067
851	0.2690039348
852	0.268926736
853	0.2688283364
854	0.2687619326
855	0.2687027425
856	0.268619479
857	0.2685121098
858	0.2684128515
859	0.2683044689
860	0.2682472157
861	0.2681410472
862	0.2680383485
863	0.2679486239
864	0.2678455571
865	0.2677923884
866	0.2676883403
867	0.2675947293
868	0.2675291277
869	0.2673805393
870	0.2673376942
871	0.26725216
872	0.2671578589
873	0.2670645565
874	0.2669554449
875	0.2668902338
876	0.2667587457
877	0.2667049458
878	0.2666273003
879	0.2665182678
880	0.2664696291
881	0.2663703511
882	0.2662724644
883	0.2661801286
884	0.2660636977
885	0.2659872218
886	0.2659419524
887	0.2657912965
888	0.2657057854
889	0.2655750887
890	0.2655102355
891	0.2653987924
892	0.2653178003
893	0.2652171146
894	0.2650970092
895	0.2650211946
896	0.2649304018
897	0.2648338776
898	0.2647171127
899	0.2646004509
900	0.264566223
901	0.2644869715
902	0.2644055048
903	0.2642786307
904	0.264206909
905	0.2640827472
906	0.2639385538
907	0.2638035051
908	0.2637238839
909	0.2636227324
910	0.2635912312
911	0.2634538883
912	0.263384481
913	0.2633115583
914	0.2632287191
915	0.2631416223
916	0.2630905496
917	0.2629914792
918	0.2629250136
919	0.262845572
920	0.2627244821
921	0.2626959298
922	0.2626138772
923	0.2625345128
924	0.2624217089
925	0.2623638734
926	0.2623074892
927	0.2621942504
928	0.262095857
929	0.2620687942
930	0.2619119928
931	0.2618814486
932	0.2617652225
933	0.2616495566
934	0.2615610393
935	0.2614940032
936	0.2614282517
937	0.2613827413
938	0.2612878432
939	0.2611730319
940	0.2610721831
941	0.2609878385
942	0.2608930825
943	0.2607894408
944	0.2607697223
945	0.2606828801
946	0.2605762968
947	0.2604390857
948	0.260331539
949	0.260248576
950	0.2602173371
951	0.2600734132
952	0.2599574718
953	0.2598820827
954	0.2598630238
955	0.2597362823
956	0.2596560214
957	0.2595844489
958	0.2594904757
959	0.2594240343
960	0.2593317968
961	0.2592597892
962	0.2592260452
963	0.2591383444
964	0.2590692248
965	0.2590118907
966	0.2589656555
967	0.258875941
968	0.2587823047
969	0.2587606005
970	0.2586776
971	0.2585994363
972	0.2585424603
973	0.258465183
974	0.2583772313
975	0.2583425546
976	0.2582512551
977	0.2581550689
978	0.2580670106
979	0.2579949493
980	0.2579111794
981	0.2578083437
982	0.2576847258
983	0.2576335947
984	0.2575514628
985	0.2575175804
986	0.257449838
987	0.2573889262
988	0.2573151385
989	0.2572454491
990	0.2571519608
991	0.2570668267
992	0.2569880035
993	0.2569315728
994	0.2568624075
995	0.2568245455
996	0.2567951081
997	0.2567409939
998	0.2566690884
999	0.2566030937
